CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,BORO_CD
"962296303","01/01/2016","15:00:00","01/01/2016","15:10:00","01/01/2016","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","109","INSIDE","RESIDENCE-HOUSE","","","1029422","226315","40.787751343","-73.83687596","(40.787751343, -73.83687596)",407
"915994866","01/01/2016","15:00:00","01/01/2016","16:00:00","01/01/2016","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","48","","STREET","","","1016691","250307","40.853658463","-73.882734202","(40.853658463, -73.882734202)",206
"391656820","01/01/2016","15:00:00","01/01/2016","15:15:00","01/01/2016","361","OFF. AGNST PUB ORD SENSBLTY &","661","LEWDNESS,PUBLIC","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","94","","STREET","","","1001451","203871","40.726246997","-73.937942416","(40.726246997, -73.937942416)",301
"654931016","01/01/2016","14:55:00","01/01/2016","15:05:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","BROOKLYN","69","INSIDE","RESIDENCE - PUBLIC HOUSING","","BAY VIEW","1016435","169704","40.632424571","-73.884045262","(40.632424571, -73.884045262)",318
"360054061","01/01/2016","14:55:00","01/01/2016","15:05:00","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BRONX","45","","STREET","","","1034095","241606","40.829695704","-73.819887293","(40.829695704, -73.819887293)",210
"949286937","01/01/2016","14:50:00","01/01/2016","15:10:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","120","INSIDE","RESIDENCE - APT. HOUSE","","","961825","174438","40.645448464","-74.080810034","(40.645448464, -74.080810034)",501
"253520642","01/01/2016","14:50:00","01/01/2016","15:10:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","120","INSIDE","RESIDENCE - APT. HOUSE","","","961825","174438","40.645448464","-74.080810034","(40.645448464, -74.080810034)",501
"628395736","01/01/2016","14:37:00","01/01/2016","15:17:00","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN","9","FRONT OF","STREET","","","989421","202606","40.722790089","-73.981346102","(40.722790089, -73.981346102)",103
"182319142","01/01/2016","14:30:00","01/01/2016","14:35:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","114","OBSTR BREATH/CIRCUL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","44","INSIDE","RESIDENCE-HOUSE","","","1008669","246692","40.843762188","-73.911745153","(40.843762188, -73.911745153)",204
"355713605","01/01/2016","14:30:00","01/01/2016","15:30:00","01/01/2016","126","MISCELLANEOUS PENAL LAW","198","CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. HOUSING POLICE","QUEENS","103","INSIDE","RESIDENCE - PUBLIC HOUSING","","","1042057","191941","40.693329908","-73.791543893","(40.693329908, -73.791543893)",412
"660616373","01/01/2016","14:30:00","01/01/2016","14:35:00","01/01/2016","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","68","FRONT OF","PARKING LOT/GARAGE (PUBLIC)","","","975575","170185","40.633799031","-74.031256384","(40.633799031, -74.031256384)",310
"386125127","01/01/2016","14:30:00","01/01/2016","14:59:00","01/01/2016","121","CRIMINAL MISCHIEF & RELATED OF","269","MISCHIEF,CRIMINAL,    UNCL 2ND","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX","47","INSIDE","RESIDENCE - APT. HOUSE","","","1023400","265246","40.894634176","-73.858395352","(40.894634176, -73.858395352)",212
"123841408","01/01/2016","14:30:00","01/01/2016","15:30:00","01/01/2016","109","GRAND LARCENY","421","LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","106","","PARKING LOT/GARAGE (PUBLIC)","","","1028607","187930","40.682398279","-73.840072158","(40.682398279, -73.840072158)",410
"624348956","01/01/2016","14:29:00","01/01/2016","15:20:00","01/01/2016","359","OFFENSES AGAINST PUBLIC ADMINI","748","CONTEMPT,CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","BRONX","40","INSIDE","RESIDENCE - PUBLIC HOUSING","","MOORE","1009374","235406","40.812783376","-73.909239373","(40.812783376, -73.909239373)",201
"289252687","01/01/2016","14:24:00","01/01/2016","14:30:00","01/01/2016","341","PETIT LARCENY","343","LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","76","INSIDE","BANK","","","983514","188306","40.68354142","-74.002655138","(40.68354142, -74.002655138)",306
"872216029","01/01/2016","14:20:00","01/01/2016","14:40:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","67","INSIDE","RESIDENCE - APT. HOUSE","","","1004290","177828","40.654759","-73.927777134","(40.654759, -73.927777134)",317
"928980792","01/01/2016","14:15:00","01/01/2016","14:19:00","01/01/2016","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","90","INSIDE","OTHER","","","1000242","195036","40.7019993","-73.94232532","(40.7019993, -73.94232532)",301
"211051727","01/01/2016","14:10:00","01/01/2016","14:20:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","110","","STREET","","","1016429","209448","40.741512675","-73.883877064","(40.741512675, -73.883877064)",404
"900169922","01/01/2016","14:00:00","01/01/2016","14:05:00","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. TRANSIT POLICE","BROOKLYN","70","","TRANSIT - NYC SUBWAY","","","998767","169858","40.632893841","-73.94769921","(40.632893841, -73.94769921)",314
"980068342","01/01/2016","14:00:00","01/01/2016","14:05:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","QUEENS","110","INSIDE","RESIDENCE - APT. HOUSE","","","1023732","209087","40.740492233","-73.857524882","(40.740492233, -73.857524882)",404
"283550427","01/01/2016","14:00:00","01/01/2016","17:00:00","01/01/2016","107","BURGLARY","221","BURGLARY,RESIDENCE,DAY","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","114","INSIDE","RESIDENCE - APT. HOUSE","","","1008180","220587","40.772112547","-73.91360557","(40.772112547, -73.91360557)",401
"310273761","01/01/2016","14:00:00","01/01/2016","15:00:00","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BRONX","48","FRONT OF","RESIDENCE - APT. HOUSE","","","1013103","250303","40.853659938","-73.895704056","(40.853659938, -73.895704056)",206
"550815202","01/01/2016","14:00:00","01/01/2016","14:10:00","01/01/2016","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","102","INSIDE","FOOD SUPERMARKET","","","1025823","189864","40.687720174","-73.850097925","(40.687720174, -73.850097925)",409
"209387830","01/01/2016","14:00:00","01/01/2016","14:05:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","QUEENS","110","INSIDE","RESIDENCE-HOUSE","","","1022410","211110","40.74605066","-73.862284027","(40.74605066, -73.862284027)",404
"100764232","01/01/2016","13:50:00","01/01/2016","14:00:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","ATTEMPTED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND","121","INSIDE","RESIDENCE - APT. HOUSE","","","942447","170870","40.635584812","-74.150616534","(40.635584812, -74.150616534)",501
"361255991","01/01/2016","13:50:00","01/01/2016","14:00:00","01/01/2016","359","OFFENSES AGAINST PUBLIC ADMINI","749","VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","BRONX","45","INSIDE","RESIDENCE - PUBLIC HOUSING","","THROGGS NECK","1032218","239444","40.823772033","-73.826685244","(40.823772033, -73.826685244)",210
"652881390","01/01/2016","13:48:00","01/01/2016","14:00:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","41","INSIDE","STREET","","","1013218","240273","40.826130146","-73.895331677","(40.826130146, -73.895331677)",202
"954605508","01/01/2016","13:45:00","01/01/2016","13:50:00","01/01/2016","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","73","INSIDE","CLOTHING/BOUTIQUE","","","1009490","182889","40.668637029","-73.909017363","(40.668637029, -73.909017363)",316
"943150768","01/01/2016","13:45:00","01/01/2016","14:20:00","01/01/2016","105","ROBBERY","389","ROBBERY,DWELLING","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","114","INSIDE","RESIDENCE - APT. HOUSE","","","1009789","221927","40.775785992","-73.907791415","(40.775785992, -73.907791415)",401
"550591239","01/01/2016","13:42:00","01/01/2016","14:21:00","01/01/2016","235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","110","","STREET","","","1020556","208863","40.739891017","-73.868987134","(40.739891017, -73.868987134)",404
"815369786","01/01/2016","13:42:00","","","01/01/2016","341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","47","INSIDE","RESIDENCE - APT. HOUSE","","","1023568","265782","40.896104576","-73.857784547","(40.896104576, -73.857784547)",212
"669451584","01/01/2016","13:40:00","01/01/2016","13:45:00","01/01/2016","359","OFFENSES AGAINST PUBLIC ADMINI","749","VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","120","FRONT OF","RESIDENCE-HOUSE","","","960256","169943","40.633106542","-74.086447943","(40.633106542, -74.086447943)",501
"302624084","01/01/2016","13:40:00","01/01/2016","13:55:00","01/01/2016","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","72","INSIDE","RESIDENCE - APT. HOUSE","","","978763","175390","40.648088192","-74.019774652","(40.648088192, -74.019774652)",307
"991288513","01/01/2016","13:30:00","01/01/2016","13:52:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","43","INSIDE","RESIDENCE - APT. HOUSE","","","1022676","245027","40.839142413","-73.861130002","(40.839142413, -73.861130002)",209
"125269698","01/01/2016","13:30:00","01/01/2016","13:52:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","43","INSIDE","RESIDENCE - APT. HOUSE","","","1022676","245027","40.839142413","-73.861130002","(40.839142413, -73.861130002)",209
"189181386","01/01/2016","13:30:00","01/01/2016","13:30:00","01/01/2016","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","44","INSIDE","COMMERCIAL BUILDING","","","1006539","244510","40.837778868","-73.919450746","(40.837778868, -73.919450746)",204
"900683207","01/01/2016","13:30:00","01/01/2016","13:52:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","43","INSIDE","RESIDENCE - APT. HOUSE","","","1022676","245027","40.839142413","-73.861130002","(40.839142413, -73.861130002)",209
"117474659","01/01/2016","13:30:00","01/01/2016","16:30:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","45","OPPOSITE OF","STREET","","","1031023","260186","40.880708975","-73.830858255","(40.880708975, -73.830858255)",210
"617542967","01/01/2016","13:30:00","01/01/2016","13:35:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BRONX","44","INSIDE","HOSPITAL","","","1008669","246692","40.843762188","-73.911745153","(40.843762188, -73.911745153)",204
"886241437","01/01/2016","13:25:00","","","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BROOKLYN","76","INSIDE","FOOD SUPERMARKET","","","983060","185507","40.675858748","-74.004291569","(40.675858748, -74.004291569)",306
"479375338","01/01/2016","13:25:00","01/02/2016","13:30:00","01/01/2016","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","48","","STREET","","","1014512","252037","40.85841453","-73.890603001","(40.85841453, -73.890603001)",206
"254708601","01/01/2016","13:20:00","01/01/2016","13:30:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","44","INSIDE","FAST FOOD","","","1006168","243704","40.835567561","-73.920794144","(40.835567561, -73.920794144)",204
"515928118","01/01/2016","13:15:00","01/01/2016","13:20:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","105","INSIDE","RESIDENCE-HOUSE","","","1057616","177294","40.653012054","-73.735596385","(40.653012054, -73.735596385)",413
"727495906","01/01/2016","13:15:00","01/01/2016","13:30:00","01/01/2016","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","110","INSIDE","RESIDENCE - APT. HOUSE","","","1018393","208699","40.739449493","-73.876793386","(40.739449493, -73.876793386)",404
"551571988","01/01/2016","13:10:00","01/01/2016","13:12:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","42","FRONT OF","STREET","","","1012076","239818","40.824884972","-73.899459937","(40.824884972, -73.899459937)",203
"635747367","01/01/2016","13:10:00","01/01/2016","13:17:00","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BROOKLYN","69","FRONT OF","RESIDENCE-HOUSE","","","1008311","173301","40.642323357","-73.913301576","(40.642323357, -73.913301576)",318
"548048632","01/01/2016","13:00:00","01/01/2016","13:05:00","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BROOKLYN","68","INSIDE","RESIDENCE - APT. HOUSE","","","975443","164505","40.618208492","-74.031724552","(40.618208492, -74.031724552)",310
"743448997","01/01/2016","13:00:00","01/01/2016","13:30:00","01/01/2016","121","CRIMINAL MISCHIEF & RELATED OF","266","MISCHIEF, CRIMINAL 3&2, BY FIR","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","103","INSIDE","RESIDENCE - APT. HOUSE","","","1042704","197389","40.708279103","-73.789163473","(40.708279103, -73.789163473)",412
"261825632","01/01/2016","13:00:00","01/01/2016","13:30:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","73","INSIDE","RESIDENCE - APT. HOUSE","","","1006241","182197","40.66674631","-73.920731471","(40.66674631, -73.920731471)",316
"401899611","01/01/2016","13:00:00","01/01/2016","13:15:00","01/01/2016","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","114","","DEPARTMENT STORE","","","1007948","213873","40.753684976","-73.914466841","(40.753684976, -73.914466841)",401
"784534496","01/01/2016","13:00:00","01/01/2016","13:15:00","01/01/2016","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","115","INSIDE","RESIDENCE-HOUSE","","","1016985","215099","40.757021194","-73.881843121","(40.757021194, -73.881843121)",403
"764481160","01/01/2016","13:00:00","01/01/2016","14:00:00","01/01/2016","359","OFFENSES AGAINST PUBLIC ADMINI","749","VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","63","FRONT OF","RESIDENCE-HOUSE","","","1011374","160327","40.60670361","-73.902316698","(40.60670361, -73.902316698)",318
"978427658","01/01/2016","12:57:00","01/01/2016","13:00:00","01/01/2016","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","52","INSIDE","RESIDENCE - APT. HOUSE","","","1013999","254376","40.86483612","-73.892447136","(40.86483612, -73.892447136)",207
"664955190","01/01/2016","12:55:00","01/01/2016","13:10:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","ATTEMPTED","FELONY","N.Y. POLICE DEPT","MANHATTAN","14","INSIDE","FAST FOOD","","","987472","214939","40.756642042","-73.988371577","(40.756642042, -73.988371577)",105
"519848216","01/01/2016","12:52:00","01/01/2016","12:55:00","01/01/2016","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","66","FRONT OF","STREET","","","990817","167525","40.626499707","-73.976343948","(40.626499707, -73.976343948)",312
"374482493","01/01/2016","12:50:00","01/01/2016","12:56:00","01/01/2016","235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","103","","STREET","","","1036035","195310","40.702614293","-73.813233826","(40.702614293, -73.813233826)",412
"770451451","01/01/2016","12:50:00","01/01/2016","13:00:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BROOKLYN","78","INSIDE","RESTAURANT/DINER","","","989729","185828","40.676738206","-73.980248582","(40.676738206, -73.980248582)",306
"287503370","01/01/2016","12:50:00","","","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","33","OPPOSITE OF","STREET","","","1000514","244082","40.836617284","-73.941225657","(40.836617284, -73.941225657)",112
"108409961","01/01/2016","12:50:00","01/01/2016","13:05:00","01/01/2016","105","ROBBERY","386","ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","67","INSIDE","RESIDENCE - APT. HOUSE","","","1006160","180446","40.661940404","-73.921029137","(40.661940404, -73.921029137)",317
"639924162","01/01/2016","12:45:00","01/01/2016","13:09:00","01/01/2016","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","43","INSIDE","DEPARTMENT STORE","","","1023876","240229","40.825967994","-73.856821554","(40.825967994, -73.856821554)",209
"714743692","01/01/2016","12:45:00","01/01/2016","12:55:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BRONX","44","INSIDE","RESIDENCE - APT. HOUSE","","","1004756","242415","40.83203302","-73.92590077","(40.83203302, -73.92590077)",204
"740799002","01/01/2016","12:42:00","01/01/2016","12:55:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","114","OBSTR BREATH/CIRCUL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","101","INSIDE","RESIDENCE - APT. HOUSE","","","1049787","156001","40.594628829","-73.76401804","(40.594628829, -73.76401804)",414
"496837068","01/01/2016","12:42:00","01/01/2016","12:55:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","101","INSIDE","RESIDENCE - APT. HOUSE","","","1049787","156001","40.594628829","-73.76401804","(40.594628829, -73.76401804)",414
"348632526","01/01/2016","12:40:00","01/01/2016","13:00:00","01/01/2016","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","1","INSIDE","DEPARTMENT STORE","","","981309","197980","40.710093847","-74.01060963","(40.710093847, -74.01060963)",101
"164447624","01/01/2016","12:34:00","01/01/2016","12:45:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","42","INSIDE","RESIDENCE - APT. HOUSE","","","1011587","242656","40.832675994","-73.901215237","(40.832675994, -73.901215237)",203
"975200286","01/01/2016","12:34:00","01/01/2016","12:45:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","42","INSIDE","RESIDENCE - APT. HOUSE","","","1011587","242656","40.832675994","-73.901215237","(40.832675994, -73.901215237)",203
"316995905","01/01/2016","12:33:00","01/01/2016","12:51:00","01/01/2016","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN","10","INSIDE","RESIDENCE - PUBLIC HOUSING","","","982756","210140","40.743470455","-74.005393004","(40.743470455, -74.005393004)",104
"373706549","01/01/2016","12:30:00","01/01/2016","12:39:00","01/01/2016","355","OFFENSES AGAINST THE PERSON","181","IMPRISONMENT 2,UNLAWFUL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","120","INSIDE","FERRY/FERRY TERMINAL","","","963248","173085","40.64173826","-74.075678037","(40.64173826, -74.075678037)",501
"185322216","01/01/2016","12:30:00","","","01/01/2016","105","ROBBERY","386","ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND","120","","PARK/PLAYGROUND","CLOVE LAKES PARK","","962873","174172","40.644720944","-74.07703272","(40.644720944, -74.07703272)",501
"922959338","01/01/2016","12:30:00","01/01/2016","12:35:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","113","INSIDE","GROCERY/BODEGA","","","1046624","184398","40.672595147","-73.775144746","(40.672595147, -73.775144746)",412
"324353670","01/01/2016","12:30:00","01/01/2016","12:40:00","01/01/2016","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","121","INSIDE","CHAIN STORE","","","942825","166367","40.623226819","-74.149226973","(40.623226819, -74.149226973)",501
"547696987","01/01/2016","12:30:00","01/01/2016","12:45:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","QUEENS","103","INSIDE","RESIDENCE - PUBLIC HOUSING","","","1042416","197271","40.707957119","-73.790203276","(40.707957119, -73.790203276)",412
"637602657","01/01/2016","12:30:00","01/01/2016","13:00:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BROOKLYN","63","INSIDE","RESIDENCE-HOUSE","","","1005244","169511","40.631928417","-73.924364793","(40.631928417, -73.924364793)",318
"268660707","01/01/2016","12:25:00","01/01/2016","12:28:00","01/01/2016","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","ATTEMPTED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","115","INSIDE","CHAIN STORE","","","1015107","214442","40.75522465","-73.888624848","(40.75522465, -73.888624848)",403
"892841991","01/01/2016","12:20:00","01/01/2016","13:15:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","67","INSIDE","RESIDENCE - APT. HOUSE","","","999298","175008","40.647028603","-73.945774625","(40.647028603, -73.945774625)",317
"634853292","01/01/2016","12:15:00","01/01/2016","12:30:00","01/01/2016","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","121","INSIDE","STORE UNCLASSIFIED","","","937325","151467","40.582301992","-74.168936095","(40.582301992, -74.168936095)",502
"410650907","01/01/2016","12:07:00","01/01/2016","12:33:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","109","FRONT OF","STREET","","","1029422","226315","40.787751343","-73.83687596","(40.787751343, -73.83687596)",407
"532869315","01/01/2016","12:07:00","01/01/2016","12:33:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","109","FRONT OF","STREET","","","1029422","226315","40.787751343","-73.83687596","(40.787751343, -73.83687596)",407
"690590074","01/01/2016","12:07:00","01/01/2016","12:33:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","109","FRONT OF","STREET","","","1029422","226315","40.787751343","-73.83687596","(40.787751343, -73.83687596)",407
